Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
Postgraduate,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,13,34,20,Alone,1,2,1
Graduate,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,417,32,1149,Partner,0,2,0
Undergraduate,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,14,53,43,Partner,0,2,0
Postgraduate,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,252,39,224,Partner,1,3,1
Postgraduate,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,649,40,101,Alone,1,2,1
Postgraduate,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,437,68,209,Partner,0,2,0
Graduate,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,632,29,968,Alone,0,1,0
Postgraduate,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,386,62,1165,Partner,0,2,0
Graduate,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,103,47,24,Partner,1,3,1
Graduate,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,608,59,252,Partner,2,4,1
Graduate,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,669,29,165,Alone,1,2,1
Postgraduate,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,624,37,269,Partner,0,2,0
Postgraduate,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,327,41,102,Partner,1,3,1
Undergraduate,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,332,30,461,Partner,0,2,0
Undergraduate,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,559,35,47,Alone,1,2,1
Postgraduate,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,132,38,144,Alone,2,3,1
Graduate,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,623,46,1338,Partner,0,2,0
Graduate,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,213,55,917,Partner,1,3,1
Graduate,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,544,43,318,Partner,2,4,1
Graduate,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,603,47,253,Alone,2,3,1
Graduate,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,646,41,502,Partner,1,3,1
Graduate,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,202,31,119,Partner,1,3,1
Undergraduate,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,670,35,1250,Partner,2,4,1
Graduate,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,239,35,969,Partner,1,3,1
Graduate,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,328,64,76,Partner,2,4,1
Postgraduate,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,78,51,62,Alone,2,3,1
Undergraduate,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,318,52,1382,Partner,0,2,0
Graduate,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,142,38,84,Alone,1,2,1
Graduate,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,351,62,255,Partner,2,4,1
Postgraduate,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,380,54,43,Partner,2,4,1
Graduate,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,269,59,398,Alone,1,2,1
Postgraduate,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,74,37,76,Alone,1,2,1
Graduate,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,23,50,902,Partner,2,4,1
Undergraduate,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,58,33,823,Partner,1,3,1
Graduate,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,2,38,1179,Partner,1,3,1
Graduate,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,623,40,1921,Partner,1,3,1
Postgraduate,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,427,63,185,Partner,2,4,1
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,466,48,433,Alone,2,3,1
Graduate,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,170,63,34,Partner,2,4,1
Graduate,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,386,56,907,Partner,1,3,1
Postgraduate,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,204,48,416,Alone,2,3,1
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,390,50,44,Alone,2,3,1
Graduate,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,62,58,1588,Partner,0,2,0
Postgraduate,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,601,40,1797,Alone,0,1,0
Graduate,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,633,48,40,Partner,2,4,1
Postgraduate,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,590,51,1143,Alone,1,2,1
Postgraduate,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,1,45,914,Partner,0,2,0
Graduate,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,525,22,1502,Partner,0,2,0
Graduate,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,500,60,1338,Alone,1,2,1
Postgraduate,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,343,31,27,Partner,1,3,1
Undergraduate,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,274,32,763,Partner,1,3,1
Graduate,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,345,63,1331,Alone,0,1,0
Graduate,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,302,58,525,Partner,2,4,1
Postgraduate,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,14,53,9,Partner,2,4,1
Graduate,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,83,52,953,Partner,1,3,1
Postgraduate,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,261,43,68,Alone,2,3,1
Postgraduate,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,268,43,131,Alone,2,3,1
Graduate,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,324,46,882,Partner,1,3,1
Undergraduate,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,663,36,1149,Partner,0,2,0
Graduate,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,287,45,37,Partner,1,3,1
Postgraduate,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,308,49,388,Alone,1,2,1
Graduate,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,499,28,1428,Partner,0,2,0
Postgraduate,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,402,56,1633,Partner,0,2,0
Postgraduate,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,403,39,173,Partner,1,3,1
Graduate,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,264,27,99,Alone,1,2,1
Graduate,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,471,55,215,Partner,1,3,1
Postgraduate,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,497,52,929,Partner,1,3,1
Graduate,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,101,40,219,Partner,1,3,1
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,291,37,174,Partner,2,4,1
Graduate,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,566,36,92,Partner,2,4,1
Postgraduate,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,293,44,1052,Partner,0,2,0
Graduate,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,464,57,275,Partner,1,3,1
Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,695,59,587,Partner,1,3,1
Postgraduate,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,645,60,1662,Alone,1,2,1
Postgraduate,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,503,32,159,Partner,1,3,1
Postgraduate,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,391,61,1024,Alone,0,1,0
Postgraduate,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,67,46,35,Alone,1,2,1
Postgraduate,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,302,57,1042,Partner,0,2,0
Postgraduate,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,204,49,395,Partner,2,4,1
Postgraduate,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,655,39,557,Partner,0,2,0
Postgraduate,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,6,51,9,Partner,2,4,1
Graduate,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,356,24,69,Partner,0,2,0
Postgraduate,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,169,48,486,Partner,1,3,1
Graduate,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,147,26,34,Alone,1,2,1
Undergraduate,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,649,19,1365,Alone,0,1,0
Graduate,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,406,39,13,Partner,1,3,1
Postgraduate,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,608,36,1401,Partner,0,2,0
Graduate,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,534,53,1574,Partner,0,2,0
Postgraduate,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,292,30,1323,Alone,0,1,0
Postgraduate,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,321,43,1217,Alone,1,2,1
Postgraduate,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,589,63,103,Alone,3,4,1
Postgraduate,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,360,38,84,Partner,0,2,0
Postgraduate,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,519,42,1536,Partner,0,2,0
Graduate,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,649,29,581,Partner,1,3,1
Postgraduate,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,599,48,928,Partner,1,3,1
Undergraduate,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,196,39,14,Alone,0,1,0
Graduate,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,326,35,424,Alone,1,2,1
Graduate,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,258,43,960,Partner,1,3,1
Graduate,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,597,32,1555,Partner,0,2,0
Graduate,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,630,41,656,Alone,2,3,1
Postgraduate,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,296,46,55,Partner,2,4,1
Graduate,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,49,30,20,Alone,1,2,1
Postgraduate,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,636,43,367,Partner,1,3,1
Undergraduate,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,111,37,2257,Partner,0,2,0
Postgraduate,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,120,47,42,Alone,1,2,1
Graduate,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,382,50,1049,Alone,1,2,1
Graduate,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,74,42,48,Alone,2,3,1
Postgraduate,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,543,66,685,Alone,1,2,1
Graduate,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,71,62,39,Alone,1,2,1
Undergraduate,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,142,27,43,Alone,0,1,0
Postgraduate,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,682,55,835,Alone,0,1,0
Graduate,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,159,56,1515,Partner,0,2,0
Postgraduate,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,495,63,1039,Partner,1,3,1
Graduate,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,349,39,1596,Alone,1,2,1
Postgraduate,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,622,30,1828,Partner,0,2,0
Postgraduate,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,60,45,34,Partner,1,3,1
Postgraduate,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,72,46,149,Alone,1,2,1
Postgraduate,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,406,45,946,Alone,1,2,1
Postgraduate,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,41,29,28,Alone,0,1,0
Graduate,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,603,30,450,Alone,1,2,1
Postgraduate,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,161,57,46,Partner,2,4,1
Postgraduate,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,234,43,1702,Alone,0,1,0
Graduate,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,293,39,820,Partner,2,4,1
Graduate,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,488,32,382,Partner,1,3,1
Postgraduate,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,667,26,2126,Partner,0,2,0
Postgraduate,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,58,25,2069,Partner,0,2,0
Graduate,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,518,29,72,Partner,1,3,1
Graduate,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,26,46,732,Alone,1,2,1
Graduate,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,34,40,801,Alone,0,1,0
Graduate,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,252,65,236,Alone,1,2,1
Undergraduate,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,658,36,80,Partner,1,3,1
Postgraduate,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,90,60,1685,Alone,0,1,0
Postgraduate,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,32,69,277,Alone,0,1,0
Postgraduate,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,381,64,507,Partner,1,3,1
Postgraduate,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,491,50,68,Partner,2,4,1
Graduate,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,77,31,49,Alone,0,1,0
Postgraduate,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,103,27,397,Partner,0,2,0
Graduate,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,248,43,39,Alone,1,2,1
Graduate,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,155,46,306,Partner,1,3,1
Graduate,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,414,60,976,Partner,0,2,0
Postgraduate,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,296,43,1028,Partner,1,3,1
Graduate,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,144,28,70,Partner,1,3,1
Graduate,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,467,55,46,Partner,0,2,0
Postgraduate,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,276,34,51,Partner,1,3,1
Undergraduate,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,70,54,1263,Partner,0,2,0
Graduate,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,596,44,1490,Alone,1,2,1
Postgraduate,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,623,43,1564,Partner,0,2,0
Graduate,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,676,47,1815,Partner,1,3,1
Postgraduate,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,520,51,1198,Alone,1,2,1
Graduate,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,674,46,416,Alone,1,2,1
Graduate,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,498,24,85,Partner,0,2,0
Postgraduate,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,394,33,47,Alone,1,2,1
Graduate,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,494,38,137,Alone,0,1,0
Postgraduate,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,550,49,21,Partner,2,4,1
Undergraduate,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,7,37,70,Alone,1,2,1
Undergraduate,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,161,42,909,Partner,1,3,1
Graduate,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,617,58,1676,Alone,0,1,0
Postgraduate,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,271,71,1735,Alone,0,1,0
Graduate,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,537,55,1191,Alone,2,3,1
Postgraduate,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,297,37,24,Partner,1,3,1
Postgraduate,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,583,45,1182,Partner,1,3,1
Graduate,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,371,44,1280,Partner,0,2,0
Graduate,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,593,57,1336,Alone,0,1,0
Postgraduate,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,377,49,749,Partner,2,4,1
Postgraduate,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,221,40,91,Partner,2,4,1
Postgraduate,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,274,67,414,Partner,1,3,1
Postgraduate,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,173,32,44,Partner,1,3,1
Postgraduate,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,89,46,63,Partner,2,4,1
Graduate,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,447,63,901,Partner,1,3,1
Undergraduate,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,661,39,38,Partner,2,4,1
Postgraduate,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,476,58,455,Alone,1,2,1
Postgraduate,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,587,65,775,Alone,1,2,1
Postgraduate,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,98,55,15,Partner,1,3,1
Graduate,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,302,41,38,Partner,1,3,1
Postgraduate,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,143,30,1512,Partner,0,2,0
Graduate,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,531,64,43,Partner,1,3,1
Graduate,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,691,37,42,Alone,1,2,1
Graduate,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,65,30,1089,Partner,0,2,0
Postgraduate,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,653,38,162,Partner,1,3,1
Graduate,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,508,63,1272,Alone,0,1,0
Graduate,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,604,32,1173,Partner,0,2,0
Postgraduate,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,9,40,816,Partner,1,3,1
Graduate,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,455,46,74,Alone,2,3,1
Graduate,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,502,60,134,Partner,1,3,1
Postgraduate,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,356,74,157,Alone,0,1,0
Graduate,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,284,38,561,Partner,1,3,1
Graduate,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,48,63,1336,Alone,0,1,0
Postgraduate,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,685,38,2092,Partner,0,2,0
Postgraduate,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,218,50,463,Alone,0,1,0
Postgraduate,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,57,64,1130,Alone,0,1,0
Graduate,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,163,38,20,Partner,1,3,1
Graduate,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,615,58,377,Alone,1,2,1
Graduate,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,432,24,1544,Alone,0,1,0
Postgraduate,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,53,64,138,Alone,2,3,1
Postgraduate,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,361,49,1012,Partner,1,3,1
Postgraduate,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,355,52,1766,Alone,0,1,0
Graduate,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,12,36,45,Partner,2,4,1
Graduate,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,419,62,161,Alone,2,3,1
Graduate,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,175,48,144,Alone,1,2,1
Graduate,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,309,67,1734,Partner,0,2,0
Graduate,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,250,42,823,Partner,1,3,1
Graduate,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,121,51,1138,Partner,1,3,1
Graduate,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,487,65,1429,Alone,0,1,0
Postgraduate,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,157,36,1371,Partner,0,2,0
Graduate,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,500,48,982,Alone,1,2,1
Graduate,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,96,31,44,Alone,1,2,1
Graduate,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,544,43,318,Partner,2,4,1
Graduate,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,448,39,434,Partner,1,3,1
Undergraduate,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,234,43,198,Partner,2,4,1
Graduate,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,267,45,359,Partner,1,3,1
Undergraduate,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,696,51,576,Partner,0,2,0
Postgraduate,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,282,46,88,Alone,2,3,1
Graduate,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,80,35,63,Partner,1,3,1
Postgraduate,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,571,30,27,Alone,1,2,1
Graduate,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,487,30,193,Partner,1,3,1
Postgraduate,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,649,40,101,Alone,1,2,1
Graduate,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,137,63,2211,Partner,0,2,0
Postgraduate,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,384,52,140,Partner,1,3,1
Graduate,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,502,39,415,Alone,2,3,1
Graduate,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,552,57,22,Partner,1,3,1
Graduate,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,508,36,263,Partner,2,4,1
Graduate,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,372,23,393,Partner,0,2,0
Graduate,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,251,28,147,Partner,1,3,1
Graduate,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,77,58,443,Partner,1,3,1
Postgraduate,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,195,51,1958,Alone,0,1,0
Postgraduate,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,458,43,174,Partner,1,3,1
Postgraduate,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,255,67,2217,Alone,0,1,0
Graduate,94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,87,56,1691,Alone,1,2,1
Graduate,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,438,54,25,Partner,2,4,1
Undergraduate,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,37,34,809,Partner,0,2,0
Graduate,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,669,39,895,Partner,0,2,0
Postgraduate,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,551,39,484,Partner,1,3,1
Postgraduate,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,529,41,413,Partner,1,3,1
Undergraduate,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,178,34,331,Alone,1,2,1
Graduate,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,478,44,25,Alone,1,2,1
Postgraduate,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,187,47,13,Alone,1,2,1
Graduate,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,661,44,115,Partner,1,3,1
Graduate,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,17,48,16,Alone,0,1,0
Postgraduate,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,284,42,92,Alone,2,3,1
Graduate,30368.0,0,1,97,35,0,13,2,0,2,2,2,0,3,8,234,37,52,Partner,1,3,1
Graduate,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,580,44,1464,Partner,1,3,1
Graduate,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,501,50,441,Alone,1,2,1
Postgraduate,68805.0,0,1,73,182,2,49,17,13,20,1,3,1,7,2,285,55,283,Alone,1,2,1
Postgraduate,65814.0,0,1,90,561,14,113,10,14,35,3,8,2,10,5,119,48,747,Partner,1,3,1
Graduate,71964.0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,405,56,1870,Alone,0,1,0
Graduate,39146.0,1,0,1,94,1,33,13,12,12,3,4,0,4,8,500,28,165,Alone,1,2,1
Graduate,96876.0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,327,37,1941,Partner,0,2,0
Undergraduate,34445.0,0,0,92,228,122,122,208,129,30,6,11,2,8,9,518,33,839,Partner,0,2,0
Graduate,68281.0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,691,56,1655,Alone,0,1,0
Undergraduate,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,457,39,23,Partner,2,4,1
